contig,bplen,gc_content,coding_density,checkv_quality,checkv_completeness,checkv_contamination,description,taxonomy
HM566147.1,6414,42.05,98.18,Medium-quality,51.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
HM566146.1,4398,41.91,5.39,Low-quality,35.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
HM566148.1,1790,43.8,46.42,Low-quality,14.02,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
MN627442.1,5280,55.3,2.5,High-quality,96.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
AY729654.1,18875,41.34,35.13,High-quality,99.68,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Filoviridae
KX698424.1,8911,35.08,96.86,Medium-quality,52.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Tospoviridae
KX698423.1,4873,37.47,69.51,Low-quality,28.82,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
KX698422.1,3283,33.75,23.94,Low-quality,19.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Tospoviridae
D63822.1,9461,56.19,1.01,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
AY029299.1,16236,46.35,41.41,High-quality,97.93,0.0,Avian paramyxovirus 6 complete genome,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae
JN377537.1,7884,42.48,75.23,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae
KP939372.1,3965,40.23,98.74,Low-quality,20.51,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939377.1,3218,40.93,98.82,Low-quality,16.41,0.0,unknown,unknown
KP939382.1,2792,42.51,98.1,Low-quality,14.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939387.1,1978,42.01,97.37,Low-quality,10.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939392.1,1748,41.48,94.05,Low-quality,8.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939397.1,1564,42.84,98.02,Low-quality,7.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939402.1,1167,46.27,91.0,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939407.1,1166,44.43,95.71,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP939412.1,1160,48.79,94.66,Low-quality,5.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
MH846124.1,1893,38.03,92.87,Medium-quality,50.63,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae
MH846123.1,1801,43.81,81.79,Low-quality,48.51,0.0,unknown,unknown
FJ206197.1,1565,33.16,95.08,Low-quality,9.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ206168.1,1050,33.71,89.43,Low-quality,6.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ206118.1,1059,33.71,94.05,Low-quality,6.22,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ206043.1,1059,35.13,97.45,Low-quality,6.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC648933.1,3409,45.59,4.31,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Amabiliviricetes;Wolframvirales;Narnaviridae
LC648934.1,1898,48.0,34.93,Not-determined,unknown,0.0,unknown,unknown
LC648935.1,1653,48.7,20.15,Not-determined,unknown,0.0,unknown,unknown
LC648936.1,1073,45.76,40.54,Not-determined,unknown,0.0,unknown,unknown
KR902732.1,16053,42.16,96.71,Medium-quality,76.72,0.0,unknown,Viruses;Riboviria
KF371884.1,3302,31.41,98.85,Low-quality,18.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371885.1,2729,32.28,98.83,Low-quality,15.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371886.1,2591,29.14,98.53,Low-quality,14.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371887.1,2359,31.71,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371879.1,1558,29.78,95.12,Low-quality,9.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371888.1,1356,36.21,89.38,Low-quality,7.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371881.1,1074,32.12,89.66,Low-quality,6.3,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371880.1,1059,32.39,94.05,Low-quality,6.22,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KF371889.1,1062,34.56,92.09,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AB541332.1,7509,49.53,10.71,High-quality,99.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
MN617037.1,5184,54.46,48.5,High-quality,98.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
MN557000.1,6265,45.52,93.57,Medium-quality,61.54,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Mymonaviridae
MT012098.1,29854,38.02,4.21,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
KM026550.1,1460,28.77,99.86,Low-quality,8.58,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KM027126.2,1069,36.3,99.91,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
MH188049.1,2172,55.16,3.73,Not-determined,unknown,0.0,unknown,unknown
JQ069920.1,3267,32.51,99.91,Low-quality,18.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069836.1,2640,32.54,99.89,Low-quality,14.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069752.1,2508,30.26,99.88,Low-quality,13.87,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069668.1,2328,31.79,99.87,Low-quality,12.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069422.1,1461,26.69,99.79,Low-quality,8.52,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069585.1,1194,36.93,99.75,Low-quality,6.9,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ660420.1,1022,41.78,75.73,Low-quality,8.37,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
JQ733564.1,6368,48.38,98.41,Medium-quality,55.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
JQ733563.1,3378,49.32,95.83,Low-quality,29.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
JQ733565.1,1744,49.37,44.55,Low-quality,15.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
X86448.2,3911,49.19,4.76,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
KM817674.1,12229,34.09,96.56,Medium-quality,65.7,0.0,"Sanxia Water Strider Virus 1 strain SXSSP08 RNA-dependent RNA polymerase (L) gene, complete cds",Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Nairoviridae
KM817711.1,4193,36.58,79.7,Low-quality,22.53,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Nairoviridae
KM817737.1,2171,39.84,67.02,Low-quality,11.66,0.0,unknown,unknown
BK013898.1,3883,55.29,3.71,High-quality,97.69,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
KF803546.1,2419,30.34,89.42,High-quality,99.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae
BK013988.1,3952,48.81,48.89,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
KU757052.1,7556,48.05,10.28,High-quality,99.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KY392781.1,7398,45.36,4.46,High-quality,100.0,0.0,"Arracacha virus V isolate CNPH, complete genome",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
MZ647947.1,8205,45.03,6.07,High-quality,99.03,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Hepelivirales;Hepeviridae
V01408.1,6395,43.28,7.46,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
KU977108.1,7653,43.45,88.59,High-quality,94.48,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
MN532593.1,2697,50.09,2.22,High-quality,100.0,0.0,"Plasmopara viticola lesion associated ourmia-like virus 6 isolate DMG-B_8483 RNA dependent RNA polymerase gene, complete cds",Viruses;Riboviria;Orthornavirae;Lenarviricota;Miaviricetes;Ourlivirales;Botourmiaviridae
JF343786.2,9668,57.96,94.02,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
LC066411.1,3322,46.15,89.67,Low-quality,38.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
LC066412.1,3013,45.7,3.98,Low-quality,34.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
LC066413.1,2178,47.52,30.03,Low-quality,25.18,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
LC364345.1,25874,42.36,3.95,High-quality,98.72,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
EF582387.1,7086,42.99,91.15,High-quality,99.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
FJ438907.1,7205,43.78,88.44,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
EF011023.1,11690,52.2,31.46,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae
KU861423.1,3269,31.17,99.85,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861424.1,2687,31.75,99.81,Low-quality,15.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861425.1,2547,28.74,99.29,Low-quality,14.08,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861426.1,2313,31.34,99.87,Low-quality,12.73,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861429.1,1519,29.89,96.38,Low-quality,8.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861427.1,1319,36.16,4.78,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861431.1,1031,31.04,91.37,Low-quality,6.05,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861430.1,1022,33.27,95.69,Low-quality,6.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU861428.1,1012,32.51,96.64,Low-quality,5.94,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
ON684362.1,6609,48.62,99.27,Medium-quality,53.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
ON684363.1,1498,55.14,75.1,Not-determined,unknown,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
MT590656.1,3432,57.17,5.86,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
AJ294757.1,4501,32.13,98.31,Low-quality,15.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ409145.1,3812,33.95,96.48,Low-quality,13.03,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ293984.1,3572,34.21,96.58,Low-quality,12.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ409146.1,3617,30.8,96.96,Low-quality,12.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ409147.1,3164,37.58,89.32,Low-quality,10.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ409148.1,2645,38.37,8.05,Low-quality,9.05,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
AJ297427.1,2193,34.34,42.27,Low-quality,7.5,0.0,unknown,unknown
AJ297431.1,1936,34.76,8.21,Low-quality,6.63,0.0,unknown,unknown
AJ297430.1,1900,33.37,33.0,Low-quality,6.5,0.0,unknown,unknown
AJ297433.1,1801,36.59,94.11,Low-quality,6.16,0.0,unknown,unknown
KX884011.1,4423,51.77,16.96,High-quality,100.0,0.0,unknown,Viruses;Riboviria
MH823900.1,5166,59.85,48.32,High-quality,98.7,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
EF684915.2,7560,49.1,10.63,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KX641911.1,6368,48.34,98.41,Medium-quality,55.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KX641915.1,3378,49.26,95.83,Low-quality,29.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
KX641919.1,1744,49.37,51.95,Low-quality,15.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
MN611604.1,2693,51.58,87.89,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Miaviricetes;Ourlivirales;Botourmiaviridae
MZ501226.1,5770,50.03,19.24,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae
ON160016.1,8289,47.52,4.27,Low-quality,6.35,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Hepelivirales;Hepeviridae
HF952132.1,7559,50.17,10.64,High-quality,99.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
JF735115.1,9512,56.59,95.66,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
LT909544.1,11924,45.01,53.51,High-quality,99.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
MT501689.1,8061,36.48,13.88,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae
KX884561.1,8375,47.3,28.16,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
MT153454.1,12376,40.65,51.41,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
LC597437.1,7163,29.75,97.42,Low-quality,46.62,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Peribunyaviridae
LC597438.1,2257,28.27,87.33,Not-determined,unknown,0.0,unknown,unknown
LC597439.1,1686,26.69,47.86,Not-determined,unknown,0.0,unknown,unknown
LC597440.1,1660,30.96,65.96,Low-quality,8.99,0.0,unknown,unknown
LC597441.1,1491,27.63,53.32,Not-determined,unknown,0.0,unknown,unknown
KU318321.1,6339,58.37,5.82,Medium-quality,85.01,0.0,"Bastrovirus 7, complete genome",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Hepelivirales;Hepeviridae
AB009958.2,6794,46.91,89.77,Medium-quality,55.93,0.0,"Satsuma dwarf virus genomic RNA (RNA1) for polyprotein, complete cds",Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
AB009959.2,5344,47.7,85.67,Low-quality,43.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae
MG600090.1,7400,41.04,92.72,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
GQ497731.1,1140,42.98,80.0,Not-determined,unknown,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
KF429766.1,7509,50.33,10.71,High-quality,99.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
OP271827.1,8368,52.23,7.53,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
MT533610.1,9800,40.58,96.83,Medium-quality,88.77,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
MN935503.1,5179,58.99,48.37,High-quality,98.71,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
LC129070.1,3302,31.04,99.12,Low-quality,19.67,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129078.1,2737,31.6,96.89,Low-quality,15.09,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129054.1,2282,31.99,97.81,Low-quality,12.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129086.1,2156,30.1,98.65,Low-quality,12.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129062.1,1349,33.43,89.18,Low-quality,7.58,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129110.1,1342,32.12,90.98,Low-quality,7.54,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129094.1,1269,29.79,93.14,Low-quality,7.12,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129046.1,1061,31.86,86.8,Low-quality,5.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC129102.1,1017,33.43,94.99,Low-quality,5.71,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AY461660.1,29715,40.78,4.26,High-quality,99.7,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
MN749146.1,7422,47.36,1.09,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
KX499468.1,28614,37.58,4.01,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
KX883282.1,3220,52.58,96.43,Medium-quality,74.12,0.0,"Beihai noda-like virus 18 strain YYSZX13070 hypothetical protein gene, complete cds",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Magsaviricetes;Nodamuvirales;Nodaviridae
LC105459.1,3275,31.21,99.48,Low-quality,18.18,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105460.1,2702,32.01,98.93,Low-quality,15.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105461.1,2583,29.07,98.84,Low-quality,14.28,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105457.1,2322,31.61,99.1,Low-quality,12.78,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105462.1,1543,30.14,95.07,Low-quality,9.06,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105458.1,1348,36.65,89.69,Low-quality,7.8,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105464.1,1042,31.48,91.55,Low-quality,6.11,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105463.1,1036,31.95,94.69,Low-quality,6.08,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
LC105456.1,1054,33.4,92.79,Low-quality,6.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX272369.1,3944,42.01,99.04,Low-quality,20.48,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX272370.1,2923,41.94,98.02,Low-quality,15.24,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
